business_id,business_name,segment,main_category,sub_category,hybrid_score,img_url,business_url,address,city,state,latitude,longitude
m87qQsq2SMJruE9tVQTIrA,Craft Kafe,Star Diners,Restaurants & Food,Coffee,4.649302791690326,https://s3-media2.fl.yelpcdn.com/bphoto/3pPw0BrXvNGEOrO3aUfNaA/o.jpg,https://www.yelp.com/biz/craft-kafe-saint-petersburg?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,6653 Central Ave,Saint Petersburg,FL,27.771387,-82.729666
U6PmPJdNMI_dTUPySS5TDg,Fruitwood Standup Market,Must-Try Spots,Restaurants & Food,Fast Food,4.469356422388645,https://s3-media2.fl.yelpcdn.com/bphoto/zt2PBqJm2fdkY1KPpaCXsA/o.jpg,https://www.yelp.com/biz/fruitwood-standup-market-tampa?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,2203 W Swann Ave,Tampa,FL,27.937564,-82.4823188
VUVtZ6o6yJalwBlguKMtdw,SoHo Hound,Hidden Gems,Other,Other,3.9454231426032,https://s3-media4.fl.yelpcdn.com/bphoto/knJAKlyGVQhVdsy8lwPoNw/o.jpg,https://www.yelp.com/biz/soho-hound-tampa-3?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,,Tampa,FL,27.9263478,-82.5131717
_UB-8QKlvKVstiy-AF0Yeg,Sacred Heart Catholic Church,Star Diners,Other,Other,3.792713683829749,https://s3-media1.fl.yelpcdn.com/bphoto/63uj1g7VjgMS63ifSg0hCw/o.jpg,https://www.yelp.com/biz/sacred-heart-catholic-church-tampa?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,518 N Marion St,Tampa,FL,27.9494363,-82.4569547
NHb6QTrJOnyIj-Zd0fYzFg,Bogart's Smokehouse,Star Diners,Other,Other,4.640031781725387,https://s3-media2.fl.yelpcdn.com/bphoto/gNo_J2ILGJftng-EClpnbg/o.jpg,https://www.yelp.com/biz/bogarts-smokehouse-saint-louis-4?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,1627 S 9th St,Saint Louis,MO,38.6109537,-90.2028726
56M2bwaaSzcmzr2dyEfYQw,Adriana’s On The Hill,Star Diners,Other,Other,4.596341821682009,https://s3-media1.fl.yelpcdn.com/bphoto/9ymJZgvzqBMapFuZNFgVBQ/o.jpg,https://www.yelp.com/biz/adriana-s-on-the-hill-st-louis?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,5101 Shaw Ave,St. Louis,MO,38.617843,-90.270609
DzVYXX8mc5x31BbaP8c0_Q,Mac's Local Eats,Star Diners,Other,Other,4.541476712895458,https://s3-media2.fl.yelpcdn.com/bphoto/QLkvIs9FshSvc3enUeoFdw/o.jpg,https://www.yelp.com/biz/macs-local-eats-st-louis?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,5656 Oakland Ave,St Louis,MO,38.6301415961,-90.2813372
iRIHK8-EwpeffwvoO4nzIA,Broadway Oyster Bar,Star Diners,Entertainment & Recreation,Music Venue,4.48161664303934,https://s3-media2.fl.yelpcdn.com/bphoto/saYsfk5zXmYbxqAwzvXc0Q/o.jpg,https://www.yelp.com/biz/broadway-oyster-bar-st-louis-2?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,736 S Broadway,St Louis,MO,38.6187176,-90.1923274
wMyHVb54Ne9SNasa4kjOCg,Carnivore,Star Diners,Other,Other,4.42191553443722,https://s3-media2.fl.yelpcdn.com/bphoto/rVNYQNcbCNeoluOC5iS4Uw/o.jpg,https://www.yelp.com/biz/carnivore-st-louis-3?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,5257 Shaw Ave,St. Louis,MO,38.6184117,-90.2741825
YbEVMCXzbcibj2a11Yzg1g,Shells Seafood Restaurant - South Tampa,Star Diners,Other,Other,4.414160820988547,https://s3-media1.fl.yelpcdn.com/bphoto/hU07cBnmFNHYQ78LzuOceg/o.jpg,https://www.yelp.com/biz/shells-seafood-tampa-tampa?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,202 S Dale Mabry Hwy,Tampa,FL,27.9427456793,-82.5053379023
RmJJ979n9a2AZLUSe7_X6Q,La Mordida Restaurant Bar & Grill,Star Diners,Other,Other,4.361603723532488,https://s3-media4.fl.yelpcdn.com/bphoto/DILb-C5y-frM8bMHB92Bcw/o.jpg,https://www.yelp.com/biz/la-mordida-restaurant-bar-and-grill-clearwater-2?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,"14100 US Hwy 19 N, Ste 114",Clearwater,FL,27.899697,-82.728351
TOqkNXJ9yHwzYBTCgS559Q,Failoni's Restaurant & Bar,Must-Try Spots,Other,Other,4.346352743801113,https://s3-media1.fl.yelpcdn.com/bphoto/HD49e96BNwIJ2XOaUSISCQ/o.jpg,https://www.yelp.com/biz/failonis-restaurant-and-bar-saint-louis-2?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,6715 Manchester Ave,Saint Louis,MO,38.6184477,-90.303582
SJIQFKTW6uUsOo29w9IHxw,Mambo's,Star Diners,Other,Other,4.261558319354959,https://s3-media4.fl.yelpcdn.com/bphoto/tarz6Y_fjU42sDk_SwBUPA/o.jpg,https://www.yelp.com/biz/mambos-new-orleans?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,411 Bourbon St,New Orleans,LA,29.9566684,-90.0676513
6a4gLLFSgr-Q6CZXDLzBGQ,Cochon,Star Diners,Other,Other,4.252083274065388,https://s3-media3.fl.yelpcdn.com/bphoto/H7dXSP6ofBNUuPhQP3n2og/o.jpg,https://www.yelp.com/biz/cochon-new-orleans-3?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,930 Tchoupitoulas St,New Orleans,LA,29.9422803,-90.0672682
_ab50qdWOk0DdB6XOrBitw,Acme Oyster House,Star Diners,Other,Other,4.2202135789666535,https://s3-media4.fl.yelpcdn.com/bphoto/jZdCH37gmOelacqaQE97Dg/o.jpg,https://www.yelp.com/biz/acme-oyster-house-new-orleans?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,724 Iberville St,New Orleans,LA,29.9542735,-90.0689651
6N44KZ0qDcY1n1Rz0Nw3bg,Napoli 2,Must-Try Spots,Restaurants & Food,Food,4.167443022811317,https://s3-media3.fl.yelpcdn.com/bphoto/69zkXyg72sDixZFQlT2gLw/o.jpg,https://www.yelp.com/biz/napoli-2-town-and-country-3?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,1054 Town And Country Crossing Dr,Town And Country,MO,38.6226305035,-90.518066202
BbnL_wJLB-EHvFx0dXuAjg,Olde Nola Cookery,Star Diners,Restaurants & Food,Food,4.153288846641442,https://s3-media4.fl.yelpcdn.com/bphoto/L4SEXbbDHNtnnUkoElbSgQ/o.jpg,https://www.yelp.com/biz/olde-nola-cookery-new-orleans?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,205 Bourbon St,New Orleans,LA,29.9548610123,-90.0689931303
c-iKAO2GBzSKjm7y1Oljcw,Red Fish Grill,Star Diners,Other,Other,4.152583405758628,https://s3-media3.fl.yelpcdn.com/bphoto/OzNT8SVfM5ywSLtBoRvtgA/o.jpg,https://www.yelp.com/biz/red-fish-grill-new-orleans?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,115 Bourbon St,New Orleans,LA,29.954468,-90.0696096
qma1sGQv7ArUtzuUTQElRg,Katie's Pizza & Pasta Osteria,Star Diners,Other,Other,4.144734280208722,https://s3-media4.fl.yelpcdn.com/bphoto/-eyvh086XrwRD49DYHNabg/o.jpg,https://www.yelp.com/biz/katies-pizza-and-pasta-osteria-town-and-country-2?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,14171 Clayton Rd,Town and Country,MO,38.62468,-90.5150663
veRnE8SVhE8l9TiWvPjfVA,Taste of Berlin German Restaurant,Star Diners,Other,Other,4.136276372859921,https://s3-media2.fl.yelpcdn.com/bphoto/cUDmVaJ-OtLfCw-fJM6KvQ/o.jpg,https://www.yelp.com/biz/taste-of-berlin-brandon-3?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,526 Oakfield Dr,Brandon,FL,27.9342571556,-82.2915100405
gpSv4OvISIeyBAqcNN5bqw,Peel Wood Fired Pizza,Star Diners,Other,Other,4.131649330093243,https://s3-media4.fl.yelpcdn.com/bphoto/NFadEO7DwYIG1L1w_2jUfQ/o.jpg,https://www.yelp.com/biz/peel-wood-fired-pizza-o-fallon-3?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,104 S Cherry St,O'Fallon,IL,38.591452,-89.912272
Ppy-UN5RptIog4AvNnAM-g,Acme Oyster House,Star Diners,Other,Other,4.089076323724731,https://s3-media1.fl.yelpcdn.com/bphoto/e6TYYmZUkpC_A8NMUCA0nQ/o.jpg,https://www.yelp.com/biz/acme-oyster-house-metairie?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,3000 Veterans Blvd,Metairie,LA,30.002567,-90.1530120373
9f5GXEeTvBWnrZ-AHEjgJQ,The Original Crabby Bills,Star Diners,Other,Other,4.034575976146693,https://s3-media3.fl.yelpcdn.com/bphoto/XTyVNH8dHOI57SpR_EbI0Q/o.jpg,https://www.yelp.com/biz/the-original-crabby-bills-indian-rocks-beach-2?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,401 Gulf Blvd,Indian Rocks Beach,FL,27.8827737,-82.850187
oiD4N-h7GotnsiXEa4Er5g,Mellow Mushroom,Star Diners,Other,Other,3.699348048842848,https://s3-media1.fl.yelpcdn.com/bphoto/SiA0KWbhrupK0nxNbJ5LQw/o.jpg,https://www.yelp.com/biz/mellow-mushroom-st-louis-2?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,3811 S Lindbergh Blvd,St. Louis,MO,38.5491355,-90.4064529
jIbRkFqqGnTMOmeVLUXx7A,Balkan Store & Bakery,On the Rise,Other,Other,3.561543546357865,https://s3-media2.fl.yelpcdn.com/bphoto/khvQbQne7Szav4SlQ05wmg/o.jpg,https://www.yelp.com/biz/balkan-store-and-bakery-chesterfield?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,13393 Olive Blvd,Chesterfield,MO,38.6812990713,-90.4955640998
sIP_UK7isKqsj9Wq8XdXxQ,Captain Dat Seafood,Must-Try Spots,Other,Other,3.557364638486143,https://s3-media3.fl.yelpcdn.com/bphoto/6-v6uQQkwvw-HAMNExm53Q/o.jpg,https://www.yelp.com/biz/captain-dat-seafood-kenner-2?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,"4525 Williams Blvd, Ste B",Kenner,LA,30.037734,-90.238987
PglT5CBjI2F5TKZkaQ-dng,Bones French Quarter,Star Diners,Other,Other,3.528214725709208,https://s3-media3.fl.yelpcdn.com/bphoto/Wre-vf1n7Bv6C_HyBifoXg/o.jpg,https://www.yelp.com/biz/bones-french-quarter-ballwin?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,14766 Manchester Rd,Ballwin,MO,38.592587,-90.5351064
SvDyTNMMznMKt_W1IQ1v6Q,Miller's Ale House,Star Diners,Entertainment & Recreation,Sports,3.469752479185204,https://s3-media3.fl.yelpcdn.com/bphoto/6oB78ybEmB-AYu88TmgRPg/o.jpg,https://www.yelp.com/biz/millers-ale-house-tampa-airport-tampa?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,3860 W Columbus Dr,Tampa,FL,27.9664417,-82.5093597863
Eb1XmmLWyt_way5NNZ7-Pw,Louis Armstrong New Orleans International Airport  MSY,Star Diners,Other,Other,3.2710450375202376,https://s3-media4.fl.yelpcdn.com/bphoto/V90sJeeluuLw3D1Ill-PAA/o.jpg,https://www.yelp.com/biz/louis-armstrong-new-orleans-international-airport-msy-kenner-4?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,"1 Terminal Dr, Kenner",Kenner,LA,29.9958744014,-90.2551640664
8ZCpyx-U-dEJyNZBWiC3mA,Insta Quick Oil Change,Star Diners,Other,Other,4.769041495795031,https://s3-media2.fl.yelpcdn.com/bphoto/k5oW1kOMeQE0y5R5D0XH7Q/o.jpg,https://www.yelp.com/biz/insta-quick-fast-oil-change-pinellas-park?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,5200 Park Blvd N,Pinellas Park,FL,27.8389445,-82.7042569
WZm72JqVRfpw2Pu3vag9gw,Hot Tuna Sushi Bar & Grille,Star Diners,Other,Other,4.435810381085592,https://s3-media3.fl.yelpcdn.com/bphoto/Gcytm7WTnzJ9NtOVgiVWIQ/o.jpg,https://www.yelp.com/biz/hot-tuna-sushi-bar-and-grille-oldsmar?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,"3689 Tampa Rd, Ste 302B",Oldsmar,FL,28.045019,-82.68082
ykrD-GI7pQpU_rHlHnEeag,Ole Smoky Distillery/Yee-Haw Brewing Co.,Star Diners,Restaurants & Food,Food,4.398101849260712,https://s3-media1.fl.yelpcdn.com/bphoto/d_iI88sXods6uBPuXthgmg/o.jpg,https://www.yelp.com/biz/ole-smoky-distillery-6th-and-peabody-nashville?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,423 6th Ave S,Nashville,TN,36.1549763,-86.7771099
BjeHLwKOlHyV6DJgmZxAjA,Jimmy J's Cafe,Star Diners,Other,Other,4.24992152955517,https://s3-media1.fl.yelpcdn.com/bphoto/cjrffnN2a-fCfZcxSsf-TQ/o.jpg,https://www.yelp.com/biz/jimmy-js-cafe-new-orleans?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,115 Chartres St,New Orleans,LA,29.953128,-90.06793
_6A-vMw12vryDpFRy5vhuQ,Redlands Grill by J. Alexander's,Star Diners,Other,Other,4.045254107490015,https://s3-media1.fl.yelpcdn.com/bphoto/DdDldxY4KsIzV6mtSWACrw/o.jpg,https://www.yelp.com/biz/j-alexanders-tampa-2?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,913 Dale Mabry Hwy,Tampa,FL,27.9519547257,-82.5040393541
cZLEqoK3k7oDNQs5rPpcYA,Carrabba's Italian Grill,Must-Try Spots,Other,Other,3.716441503228685,https://s3-media3.fl.yelpcdn.com/bphoto/M2LH-laxBNdmEZXpZDyZaA/o.jpg,https://www.yelp.com/biz/carrabbas-italian-grill-clearwater-9?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,2680 Gulf To Bay Blvd,Clearwater,FL,27.9611367,-82.7266638
PVbMs_S9FC2T4hlRBPrhTA,Salon Glo,Crowd Pleasers,Other,Other,3.4843762337265214,https://s3-media1.fl.yelpcdn.com/bphoto/yn9RMSazhux6nivg6s84sA/o.jpg,https://www.yelp.com/biz/salon-glo-palm-harbor-2?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,32884 US Hwy 19 N,Palm Harbor,FL,28.0709893,-82.7389993
M0tKGVhgtgFWHhQeztuafw,Residence Inn Tampa Oldsmar,Must-Try Spots,Other,Other,3.3927973898284067,https://s3-media2.fl.yelpcdn.com/bphoto/5EK7I4p3QSBqrXo-LTQ0YA/o.jpg,https://www.yelp.com/biz/residence-inn-tampa-oldsmar-oldsmar?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,4012 Tampa Rd,Oldsmar,FL,28.034758,-82.657363
J2iA75S1lHLO77UcLQZkeA,Fitzgerald's Countryside Hyundai,Crowd Pleasers,Other,Other,2.9593040954542578,https://s3-media4.fl.yelpcdn.com/bphoto/2KakGXCR7NNbUSdwiZQP8Q/o.jpg,https://www.yelp.com/biz/fitzgeralds-countryside-hyundai-clearwater-4?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,27419 US Hwy 19 N,Clearwater,FL,28.0217564,-82.7364843
EB68WR2__BM_nUgvq_pDwg,Bill's Supergas & Auto Service Centers,Hidden Gems,Other,Other,2.6461475520518363,https://s3-media3.fl.yelpcdn.com/bphoto/C5Y5iXiPflSPskml3p4JgQ/o.jpg,https://www.yelp.com/biz/bills-supergas-and-auto-service-centers-palm-harbor?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,1003 Florida Ave,Palm Harbor,FL,28.078255,-82.76682
Pl7qPpaagFcAQSXcRigLSg,Mattress Firm Clearwater-Palm Harbor,Hidden Gems,Other,Other,2.478980040968554,https://s3-media4.fl.yelpcdn.com/bphoto/4ruysLn2ABh7e3fS1TxPDA/o.jpg,https://www.yelp.com/biz/mattress-firm-clearwater-palm-harbor-clearwater?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,"30323 US Hwy 19 N, Ste A",Clearwater,FL,28.047885,-82.7377209
gTC8IQ_i8zXytWSly3Ttvg,Cochon Butcher,Star Diners,Restaurants & Food,Food,4.569457487671189,https://s3-media3.fl.yelpcdn.com/bphoto/HJMhLWDUGoff-Lu0hgRr3A/o.jpg,https://www.yelp.com/biz/cochon-butcher-new-orleans-2?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,930 Tchoupitoulas St,New Orleans,LA,29.9422358659,-90.0670981407
xVFNGIsWBTcYmKB85HH6Qg,Fonthill Castle,Star Diners,Other,Other,4.456049330851455,https://s3-media2.fl.yelpcdn.com/bphoto/tlTSIvENHvghkVqzbnX44w/o.jpg,https://www.yelp.com/biz/fonthill-castle-doylestown?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,525 East Court St,Doylestown,PA,40.3211053498,-75.123005801
