business_id,business_name,main_category,sub_category,segment,hybrid_score,img_url,business_url,user_name,user_id
RmJJ979n9a2AZLUSe7_X6Q,La Mordida Restaurant Bar & Grill,Other,Other,Star Diners,4.361603723532488,https://s3-media4.fl.yelpcdn.com/bphoto/DILb-C5y-frM8bMHB92Bcw/o.jpg,https://www.yelp.com/biz/la-mordida-restaurant-bar-and-grill-clearwater-2?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,Boon,fr1Hz2acAb3OaL3l6DyKNg
TOqkNXJ9yHwzYBTCgS559Q,Failoni's Restaurant & Bar,Other,Other,Must-Try Spots,4.346352743801113,https://s3-media1.fl.yelpcdn.com/bphoto/HD49e96BNwIJ2XOaUSISCQ/o.jpg,https://www.yelp.com/biz/failonis-restaurant-and-bar-saint-louis-2?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Boon,fr1Hz2acAb3OaL3l6DyKNg
SJIQFKTW6uUsOo29w9IHxw,Mambo's,Other,Other,Star Diners,4.261558319354959,https://s3-media4.fl.yelpcdn.com/bphoto/tarz6Y_fjU42sDk_SwBUPA/o.jpg,https://www.yelp.com/biz/mambos-new-orleans?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Boon,fr1Hz2acAb3OaL3l6DyKNg
6a4gLLFSgr-Q6CZXDLzBGQ,Cochon,Other,Other,Star Diners,4.252083274065388,https://s3-media3.fl.yelpcdn.com/bphoto/H7dXSP6ofBNUuPhQP3n2og/o.jpg,https://www.yelp.com/biz/cochon-new-orleans-3?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Boon,fr1Hz2acAb3OaL3l6DyKNg
_ab50qdWOk0DdB6XOrBitw,Acme Oyster House,Other,Other,Star Diners,4.2202135789666535,https://s3-media4.fl.yelpcdn.com/bphoto/jZdCH37gmOelacqaQE97Dg/o.jpg,https://www.yelp.com/biz/acme-oyster-house-new-orleans?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Boon,fr1Hz2acAb3OaL3l6DyKNg
6N44KZ0qDcY1n1Rz0Nw3bg,Napoli 2,Restaurants & Food,Food,Must-Try Spots,4.167443022811317,https://s3-media3.fl.yelpcdn.com/bphoto/69zkXyg72sDixZFQlT2gLw/o.jpg,https://www.yelp.com/biz/napoli-2-town-and-country-3?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,Boon,fr1Hz2acAb3OaL3l6DyKNg
BbnL_wJLB-EHvFx0dXuAjg,Olde Nola Cookery,Restaurants & Food,Food,Star Diners,4.153288846641442,https://s3-media4.fl.yelpcdn.com/bphoto/L4SEXbbDHNtnnUkoElbSgQ/o.jpg,https://www.yelp.com/biz/olde-nola-cookery-new-orleans?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,Boon,fr1Hz2acAb3OaL3l6DyKNg
c-iKAO2GBzSKjm7y1Oljcw,Red Fish Grill,Other,Other,Star Diners,4.152583405758628,https://s3-media3.fl.yelpcdn.com/bphoto/OzNT8SVfM5ywSLtBoRvtgA/o.jpg,https://www.yelp.com/biz/red-fish-grill-new-orleans?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Boon,fr1Hz2acAb3OaL3l6DyKNg
qma1sGQv7ArUtzuUTQElRg,Katie's Pizza & Pasta Osteria,Other,Other,Star Diners,4.144734280208722,https://s3-media4.fl.yelpcdn.com/bphoto/-eyvh086XrwRD49DYHNabg/o.jpg,https://www.yelp.com/biz/katies-pizza-and-pasta-osteria-town-and-country-2?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Boon,fr1Hz2acAb3OaL3l6DyKNg
veRnE8SVhE8l9TiWvPjfVA,Taste of Berlin German Restaurant,Other,Other,Star Diners,4.136276372859921,https://s3-media2.fl.yelpcdn.com/bphoto/cUDmVaJ-OtLfCw-fJM6KvQ/o.jpg,https://www.yelp.com/biz/taste-of-berlin-brandon-3?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,Boon,fr1Hz2acAb3OaL3l6DyKNg
gpSv4OvISIeyBAqcNN5bqw,Peel Wood Fired Pizza,Other,Other,Star Diners,4.131649330093243,https://s3-media4.fl.yelpcdn.com/bphoto/NFadEO7DwYIG1L1w_2jUfQ/o.jpg,https://www.yelp.com/biz/peel-wood-fired-pizza-o-fallon-3?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,Boon,fr1Hz2acAb3OaL3l6DyKNg
Ppy-UN5RptIog4AvNnAM-g,Acme Oyster House,Other,Other,Star Diners,4.089076323724731,https://s3-media1.fl.yelpcdn.com/bphoto/e6TYYmZUkpC_A8NMUCA0nQ/o.jpg,https://www.yelp.com/biz/acme-oyster-house-metairie?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Boon,fr1Hz2acAb3OaL3l6DyKNg
9f5GXEeTvBWnrZ-AHEjgJQ,The Original Crabby Bills,Other,Other,Star Diners,4.034575976146693,https://s3-media3.fl.yelpcdn.com/bphoto/XTyVNH8dHOI57SpR_EbI0Q/o.jpg,https://www.yelp.com/biz/the-original-crabby-bills-indian-rocks-beach-2?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Boon,fr1Hz2acAb3OaL3l6DyKNg
oiD4N-h7GotnsiXEa4Er5g,Mellow Mushroom,Other,Other,Star Diners,3.699348048842848,https://s3-media1.fl.yelpcdn.com/bphoto/SiA0KWbhrupK0nxNbJ5LQw/o.jpg,https://www.yelp.com/biz/mellow-mushroom-st-louis-2?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,Boon,fr1Hz2acAb3OaL3l6DyKNg
jIbRkFqqGnTMOmeVLUXx7A,Balkan Store & Bakery,Other,Other,On the Rise,3.561543546357865,https://s3-media2.fl.yelpcdn.com/bphoto/khvQbQne7Szav4SlQ05wmg/o.jpg,https://www.yelp.com/biz/balkan-store-and-bakery-chesterfield?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Boon,fr1Hz2acAb3OaL3l6DyKNg
sIP_UK7isKqsj9Wq8XdXxQ,Captain Dat Seafood,Other,Other,Must-Try Spots,3.557364638486143,https://s3-media3.fl.yelpcdn.com/bphoto/6-v6uQQkwvw-HAMNExm53Q/o.jpg,https://www.yelp.com/biz/captain-dat-seafood-kenner-2?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Boon,fr1Hz2acAb3OaL3l6DyKNg
PglT5CBjI2F5TKZkaQ-dng,Bones French Quarter,Other,Other,Star Diners,3.528214725709208,https://s3-media3.fl.yelpcdn.com/bphoto/Wre-vf1n7Bv6C_HyBifoXg/o.jpg,https://www.yelp.com/biz/bones-french-quarter-ballwin?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Boon,fr1Hz2acAb3OaL3l6DyKNg
SvDyTNMMznMKt_W1IQ1v6Q,Miller's Ale House,Entertainment & Recreation,Sports,Star Diners,3.469752479185204,https://s3-media3.fl.yelpcdn.com/bphoto/6oB78ybEmB-AYu88TmgRPg/o.jpg,https://www.yelp.com/biz/millers-ale-house-tampa-airport-tampa?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Boon,fr1Hz2acAb3OaL3l6DyKNg
Eb1XmmLWyt_way5NNZ7-Pw,Louis Armstrong New Orleans International Airport  MSY,Other,Other,Star Diners,3.2710450375202376,https://s3-media4.fl.yelpcdn.com/bphoto/V90sJeeluuLw3D1Ill-PAA/o.jpg,https://www.yelp.com/biz/louis-armstrong-new-orleans-international-airport-msy-kenner-4?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Boon,fr1Hz2acAb3OaL3l6DyKNg
8ZCpyx-U-dEJyNZBWiC3mA,Insta Quick Oil Change,Other,Other,Star Diners,4.769041495795031,https://s3-media2.fl.yelpcdn.com/bphoto/k5oW1kOMeQE0y5R5D0XH7Q/o.jpg,https://www.yelp.com/biz/insta-quick-fast-oil-change-pinellas-park?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,Dianna,Um5bfs5DH6eizgjH3xZsvg
WZm72JqVRfpw2Pu3vag9gw,Hot Tuna Sushi Bar & Grille,Other,Other,Star Diners,4.435810381085592,https://s3-media3.fl.yelpcdn.com/bphoto/Gcytm7WTnzJ9NtOVgiVWIQ/o.jpg,https://www.yelp.com/biz/hot-tuna-sushi-bar-and-grille-oldsmar?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,Dianna,Um5bfs5DH6eizgjH3xZsvg
ykrD-GI7pQpU_rHlHnEeag,Ole Smoky Distillery/Yee-Haw Brewing Co.,Restaurants & Food,Food,Star Diners,4.398101849260712,https://s3-media1.fl.yelpcdn.com/bphoto/d_iI88sXods6uBPuXthgmg/o.jpg,https://www.yelp.com/biz/ole-smoky-distillery-6th-and-peabody-nashville?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,Dianna,Um5bfs5DH6eizgjH3xZsvg
BjeHLwKOlHyV6DJgmZxAjA,Jimmy J's Cafe,Other,Other,Star Diners,4.24992152955517,https://s3-media1.fl.yelpcdn.com/bphoto/cjrffnN2a-fCfZcxSsf-TQ/o.jpg,https://www.yelp.com/biz/jimmy-js-cafe-new-orleans?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Dianna,Um5bfs5DH6eizgjH3xZsvg
_6A-vMw12vryDpFRy5vhuQ,Redlands Grill by J. Alexander's,Other,Other,Star Diners,4.045254107490015,https://s3-media1.fl.yelpcdn.com/bphoto/DdDldxY4KsIzV6mtSWACrw/o.jpg,https://www.yelp.com/biz/j-alexanders-tampa-2?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Dianna,Um5bfs5DH6eizgjH3xZsvg
cZLEqoK3k7oDNQs5rPpcYA,Carrabba's Italian Grill,Other,Other,Must-Try Spots,3.716441503228685,https://s3-media3.fl.yelpcdn.com/bphoto/M2LH-laxBNdmEZXpZDyZaA/o.jpg,https://www.yelp.com/biz/carrabbas-italian-grill-clearwater-9?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Dianna,Um5bfs5DH6eizgjH3xZsvg
PVbMs_S9FC2T4hlRBPrhTA,Salon Glo,Other,Other,Crowd Pleasers,3.4843762337265214,https://s3-media1.fl.yelpcdn.com/bphoto/yn9RMSazhux6nivg6s84sA/o.jpg,https://www.yelp.com/biz/salon-glo-palm-harbor-2?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Dianna,Um5bfs5DH6eizgjH3xZsvg
M0tKGVhgtgFWHhQeztuafw,Residence Inn Tampa Oldsmar,Other,Other,Must-Try Spots,3.3927973898284067,https://s3-media2.fl.yelpcdn.com/bphoto/5EK7I4p3QSBqrXo-LTQ0YA/o.jpg,https://www.yelp.com/biz/residence-inn-tampa-oldsmar-oldsmar?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,Dianna,Um5bfs5DH6eizgjH3xZsvg
J2iA75S1lHLO77UcLQZkeA,Fitzgerald's Countryside Hyundai,Other,Other,Crowd Pleasers,2.9593040954542578,https://s3-media4.fl.yelpcdn.com/bphoto/2KakGXCR7NNbUSdwiZQP8Q/o.jpg,https://www.yelp.com/biz/fitzgeralds-countryside-hyundai-clearwater-4?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Dianna,Um5bfs5DH6eizgjH3xZsvg
EB68WR2__BM_nUgvq_pDwg,Bill's Supergas & Auto Service Centers,Other,Other,Hidden Gems,2.6461475520518363,https://s3-media3.fl.yelpcdn.com/bphoto/C5Y5iXiPflSPskml3p4JgQ/o.jpg,https://www.yelp.com/biz/bills-supergas-and-auto-service-centers-palm-harbor?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,Dianna,Um5bfs5DH6eizgjH3xZsvg
Pl7qPpaagFcAQSXcRigLSg,Mattress Firm Clearwater-Palm Harbor,Other,Other,Hidden Gems,2.478980040968554,https://s3-media4.fl.yelpcdn.com/bphoto/4ruysLn2ABh7e3fS1TxPDA/o.jpg,https://www.yelp.com/biz/mattress-firm-clearwater-palm-harbor-clearwater?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Dianna,Um5bfs5DH6eizgjH3xZsvg
gTC8IQ_i8zXytWSly3Ttvg,Cochon Butcher,Restaurants & Food,Food,Star Diners,4.569457487671189,https://s3-media3.fl.yelpcdn.com/bphoto/HJMhLWDUGoff-Lu0hgRr3A/o.jpg,https://www.yelp.com/biz/cochon-butcher-new-orleans-2?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Dianna,Um5bfs5DH6eizgjH3xZsvg
xVFNGIsWBTcYmKB85HH6Qg,Fonthill Castle,Other,Other,Star Diners,4.456049330851455,https://s3-media2.fl.yelpcdn.com/bphoto/tlTSIvENHvghkVqzbnX44w/o.jpg,https://www.yelp.com/biz/fonthill-castle-doylestown?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Dianna,Um5bfs5DH6eizgjH3xZsvg
aROhaLh-dqtt-h6BG-gn2w,Tout De Suite Cafe,Restaurants & Food,Coffee,Star Diners,4.378269823992295,https://s3-media2.fl.yelpcdn.com/bphoto/SQsyiuK85_LyXiqm5NBGZw/o.jpg,https://www.yelp.com/biz/tout-de-suite-cafe-new-orleans?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,Dianna,Um5bfs5DH6eizgjH3xZsvg
LRo87EVK3MKyxNfSFTI_lg,Sprig & Vine,Other,Other,Must-Try Spots,4.229342705151293,https://s3-media4.fl.yelpcdn.com/bphoto/tq1SmR5NSiMiKIr0eZj_Vg/o.jpg,https://www.yelp.com/biz/sprig-and-vine-new-hope?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Dianna,Um5bfs5DH6eizgjH3xZsvg
AaTpjyw-EiODgi3tR4Xr-g,Estia,Other,Other,Star Diners,4.176729302013457,https://s3-media1.fl.yelpcdn.com/bphoto/o7F_UuuxUKaE3M6dJRq3ow/o.jpg,https://www.yelp.com/biz/estia-philadelphia?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Dianna,Um5bfs5DH6eizgjH3xZsvg
YhpUIN4ByTEMdFbWJvIB9A,Bavaro's Pizza Napoletana & Pastaria,Other,Other,Star Diners,4.156747223394804,https://s3-media1.fl.yelpcdn.com/bphoto/Q8n3QBmFOjUoON_6JwfDqQ/o.jpg,https://www.yelp.com/biz/bavaros-pizza-napoletana-and-pastaria-tampa?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Dianna,Um5bfs5DH6eizgjH3xZsvg
kxOR-Z62MnMUlCZWQmd2iQ,Ceviche Tapas Bar And Restaurant,Other,Other,Star Diners,4.105337241320718,https://s3-media2.fl.yelpcdn.com/bphoto/P2uy91k4zMBMiaUG9keJ2Q/o.jpg,https://www.yelp.com/biz/ceviche-tapas-bar-and-restaurant-st-petersburg?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,Dianna,Um5bfs5DH6eizgjH3xZsvg
CHF2-jj2ebNq2sne4q79UA,The Philadelphia Orchestra,Other,Other,Star Diners,4.091948596813019,https://s3-media1.fl.yelpcdn.com/bphoto/SOeH54G8CDAsoySQBEuKNg/o.jpg,https://www.yelp.com/biz/the-philadelphia-orchestra-philadelphia?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Dianna,Um5bfs5DH6eizgjH3xZsvg
73UjNbSoQjQAOS45rcihFg,Cantina Dos Segundos,Other,Other,Star Diners,3.9960578910190048,https://s3-media1.fl.yelpcdn.com/bphoto/o6dZEM7PWd6ise02xV23JA/o.jpg,https://www.yelp.com/biz/cantina-dos-segundos-philadelphia?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Dianna,Um5bfs5DH6eizgjH3xZsvg
zRjUMHQJ5gAmFhcXZtLacA,Vietnam Restaurant,Other,Other,Must-Try Spots,3.9776749974449057,https://s3-media2.fl.yelpcdn.com/bphoto/au9fDL5JK2b2BbCMMQ6exg/o.jpg,https://www.yelp.com/biz/vietnam-restaurant-philadelphia-2?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,Dianna,Um5bfs5DH6eizgjH3xZsvg
iL580gyKqBf3TI_JcovM6A,Murray Cleaners,Other,Other,Local Legends,2.072821687913783,https://s3-media2.fl.yelpcdn.com/bphoto/xDMDG9tPVw6ojkDNjK3OeQ/o.jpg,https://www.yelp.com/biz/murray-cleaners-philadelphia?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Dianna,Um5bfs5DH6eizgjH3xZsvg
5zOYg50gWuLkg7vfxjDsEw,Chicago Best Burgers,Other,Other,Star Diners,4.5498946876818485,https://s3-media4.fl.yelpcdn.com/bphoto/hCPyDlVyqtj7v6eS4uk5mw/o.jpg,https://www.yelp.com/biz/chicagos-best-burgers-brandon-2?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,Dianna,Um5bfs5DH6eizgjH3xZsvg
q2iS794-52tFAC2ScQFTug,The Revolution Ice Cream Co.,Restaurants & Food,Ice Cream,Star Diners,4.489978804071374,https://s3-media3.fl.yelpcdn.com/bphoto/ue9FU85XxASUMjEr_v0QUA/o.jpg,https://www.yelp.com/biz/the-revolution-ice-cream-co-brandon?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Dianna,Um5bfs5DH6eizgjH3xZsvg
